Date,vix,vxn,vxd,spy.PERMNO,spy.PRC,spy.OPENPRC,dia.PERMNO,dia.PRC,dia.OPENPRC,qqq.PERMNO,qqq.PRC,qqq.OPENPRC
5/23/2003,19.17,26.45,18.98,84398,93.76,93.53,85765,86.23,85.99,86755,28.1,28.041
5/27/2003,19.99,27,19.02,84398,95.4,93.3,85765,87.87,85.72,86755,29.1,27.93
5/28/2003,20.03,27.33,19.22,84398,95.67,95.85,85765,88,88.17,86755,29.19,29.16
5/29/2003,20.43,28.22,19.77,84398,95.42,95.88,85765,87.4,88.25,86755,29.31,29.23
5/30/2003,19.47,28.34,18.79,84398,96.95,95.901,85765,88.84,87.77,86755,29.79,29.53
6/2/2003,20.85,31.26,19.6,84398,97.35,97.53,85765,89.34,89.41,86755,29.58,30.08
6/3/2003,20.84,30.6,20.17,84398,97.75,97.15,85765,89.55,89.05,86755,29.86,29.44
6/4/2003,20.62,30.2,20.2,84398,99.16,97.66,85765,90.71,89.44,86755,30.42,29.81
6/5/2003,20.83,31.55,20.18,84398,99.65,98.584,85765,90.74,90.13,86755,30.64,30.13
6/6/2003,21.25,32.89,20.42,84398,99.26,100.4,85765,90.87,91.47,86755,30.13,31.17
6/9/2003,22.15,34.37,21.19,84398,98.25,98.769,85765,90.23,90.41,86755,29.73,30
6/10/2003,20.64,31.16,20.45,84398,99.25,98.46,85765,91.03,90.49,86755,30.18,29.86
6/11/2003,20.21,30.84,19.38,84398,100.3,99.16,85765,92.11,91.01,86755,30.52,30.07
6/12/2003,20.41,30.78,19.68,84398,100.61,100.754,85765,92.43,92.61,86755,30.65,30.638
6/13/2003,20.66,30.95,20.18,84398,99.56,100.61,85765,91.58,92.4,86755,29.96,30.655
6/16/2003,20.22,30.73,19.03,84398,101.66,99.96,85765,93.5,91.98,86755,30.88,30.17
6/17/2003,20.01,30.61,19.14,84398,101.66,102.07,85765,93.46,93.84,86755,30.76,31.02
6/18/2003,19.76,29.78,19.64,84398,101.57,101.29,85765,93.26,92.99,86755,30.92,30.66
6/19/2003,19.8,30.02,19.72,84398,100.02,101.64,85765,92.12,93.304,86755,30.42,30.98
6/20/2003,19.14,28.45,19,84398,99.44,100.39,85765,91.84,92.67,86755,30.38,30.69
6/23/2003,20.58,29.07,19.94,84398,98.42,99.45,85765,90.9,91.84,86755,29.91,30.33
6/24/2003,20.75,29.16,20.04,84398,98.52,98.223,85765,91.19,90.61,86755,29.68,29.73
6/25/2003,20.81,28.94,20.63,84398,97.53,98.53,85765,90.09,91.11,86755,29.52,29.67
6/26/2003,19.4,27.66,19.56,84398,98.8,97.78,85765,90.83,90.21,86755,30.22,29.71
6/27/2003,19.16,27.48,19.49,84398,97.66,98.747,85765,89.87,90.865,86755,29.83,30.25
6/30/2003,19.52,28.87,19.42,84398,97.63,98.22,85765,89.91,90.37,86755,29.95,30.16
7/1/2003,19.46,28.09,18.96,84398,98.53,97.253,85765,90.58,89.592,86755,30.35,29.7
7/2/2003,19.03,28.6,18.96,84398,99.77,98.77,85765,91.66,90.81,86755,30.97,30.412
7/3/2003,19.39,29.85,19.27,84398,98.74,99.07,85765,90.7,91,86755,30.58,30.7
7/7/2003,20.06,31.24,18.66,84398,100.7,99.653,85765,92.36,91.6,86755,31.89,30.97
7/8/2003,19.48,31.07,18.91,84398,101.15,100.5,85765,92.46,92.06,86755,32.28,31.78
7/9/2003,18.93,30.48,19.17,84398,100.58,100.92,85765,91.83,92.17,86755,32.2,32.18
7/10/2003,19.19,30.49,18.86,84398,99.3,99.84,85765,90.59,91.24,86755,31.6,31.85
7/11/2003,18.47,29.66,18.74,84398,100.24,99.39,85765,91.39,90.69,86755,31.84,31.652
7/14/2003,19.59,31.08,18.94,84398,100.73,101.2,85765,91.85,92.57,86755,32.22,32.344
7/15/2003,19.55,31.42,18.85,84398,100.51,101.38,85765,91.59,92.41,86755,32.26,32.53
7/16/2003,19.76,30.84,19.37,84398,99.92,100.81,85765,91.28,91.81,86755,32.16,32.46
7/17/2003,20.22,32.21,19.91,84398,98.5,99.15,85765,90.72,90.7,86755,31.18,31.67
7/18/2003,19.11,29.95,18.59,84398,99.51,99.02,85765,91.83,91.09,86755,31.28,31.4
7/21/2003,19.78,30.51,19.29,84398,98.28,99.45,85765,91.15,91.81,86755,30.88,31.24
7/22/2003,19.17,29.93,18.7,84398,99.17,98.69,85765,91.66,91.32,86755,31.34,31.11
7/23/2003,18.64,28.16,18.35,84398,99.24,99.21,85765,92.06,91.82,86755,31.6,31.39
7/24/2003,18.6,28.25,17.92,84398,98.49,99.99,85765,91.24,92.68,86755,31.18,31.85
7/25/2003,17.75,27.12,17.65,84398,100.23,98.66,85765,92.91,91.38,86755,31.8,31.13
7/28/2003,18.36,28.31,18.14,84398,99.86,100.37,85765,92.66,93.06,86755,31.89,31.86
7/29/2003,18.67,28.06,18.26,84398,99.4,100.14,85765,92.27,92.86,86755,31.65,31.93
7/30/2003,18.85,28.42,18.37,84398,99.16,99.6,85765,92.16,92.48,86755,31.42,31.71
7/31/2003,19.49,28.58,18.12,84398,99.39,99.98,85765,92.47,92.91,86755,31.8,31.79
8/1/2003,20.75,29.19,19.56,84398,98.51,99.19,85765,91.79,92.49,86755,31.46,31.69
8/4/2003,21.27,30.38,20.6,84398,98.51,98.31,85765,91.94,91.6,86755,31.45,31.42
8/5/2003,22.68,31.85,21.33,84398,96.42,98.411,85765,90.03,91.76,86755,30.21,31.41
8/6/2003,21.5,31.63,21.15,84398,96.98,96.69,85765,90.66,90.39,86755,30.19,30.36
8/7/2003,20.26,31.38,20.1,84398,98,97.17,85765,91.55,90.8,86755,30.31,30.22
8/8/2003,19.59,29.66,19.72,84398,98.28,98.32,85765,92.19,91.78,86755,30.07,30.43
8/11/2003,19.75,28.12,19.86,84398,98.65,98.26,85765,92.44,92.05,86755,30.4,30.08
8/12/2003,17.94,26.15,18.31,84398,99.55,98.71,85765,93.25,92.47,86755,30.86,30.51
8/13/2003,18.77,26.7,18.85,84398,99.04,99.82,85765,93.03,93.5,86755,30.87,30.98
8/14/2003,18.47,25.65,16.71,84398,99.31,99.1,85765,93.1,93.05,86755,30.9,30.88
8/15/2003,18.27,25.05,17.65,84398,99.62,99.36,85765,93.33,93.15,86755,31.17,31
8/18/2003,18.18,24,17.35,84398,100.48,99.93,85765,94.28,93.72,86755,31.97,31.31
8/19/2003,17.86,24.59,17.6,84398,100.86,100.687,85765,94.49,94.37,86755,32.37,32.11
8/20/2003,17.82,25.2,17.45,84398,100.45,100.29,85765,94.18,93.94,86755,32.29,32.1
8/21/2003,17.84,25.62,16.79,84398,100.77,101.05,85765,94.44,94.59,86755,32.64,32.59
8/25/2003,19.53,27.12,18.49,84398,99.93,99.71,85765,93.48,93.52,86755,32.51,32.36
8/26/2003,19.49,27.64,18.31,84398,100.11,99.5,85765,93.6,93.11,86755,32.54,32.28
8/27/2003,19.13,28.05,18.18,84398,100.14,100.05,85765,93.53,93.46,86755,32.8,32.49
8/28/2003,18.48,27.98,17.87,84398,100.76,100.4,85765,93.97,93.75,86755,33.09,32.94
8/29/2003,18.63,27.2,17.59,84398,101.44,100.61,85765,94.41,93.77,86755,33.39,33.04
9/2/2003,19.02,28.68,17.64,84398,102.8,101.64,85765,95.46,94.26,86755,33.87,33.49
9/3/2003,19.44,29.07,18.28,84398,103.36,103.03,85765,96.02,95.61,86755,33.85,34.1
9/4/2003,18.71,28.66,17.15,84398,103.41,103.1,85765,96.21,95.91,86755,34.16,33.83
9/5/2003,18.17,28.29,17.21,84398,102.83,102.94,85765,95.38,95.69,86755,33.94,33.966
9/8/2003,18.26,28.27,16.97,84398,103.68,103.04,85765,96.12,95.67,86755,34.5,34
9/9/2003,18.85,28.56,17.76,84398,103,103.37,85765,95.45,95.78,86755,34.09,34.33
9/10/2003,20.01,30.71,18.85,84398,101.96,102.54,85765,94.68,95.09,86755,33.27,33.75
9/11/2003,19.25,30.14,18.24,84398,102.26,102.1,85765,94.97,94.74,86755,33.64,33.278
9/12/2003,18.68,29.82,17.85,84398,102.45,101.91,85765,95.05,94.55,86755,33.82,33.34
9/15/2003,19.28,30.22,17.96,84398,102.09,102.52,85765,94.83,95.13,86755,33.49,33.84
9/16/2003,18.03,28.92,16.79,84398,103.58,102.232,85765,96,94.95,86755,34.4,33.52
9/17/2003,18.15,28.54,16.95,84398,103.38,103.48,85765,95.95,96.023,86755,34.26,34.33
9/18/2003,17.57,27.49,16.61,84398,104.6,103.4,85765,96.95,95.98,86755,34.78,34.17
9/19/2003,17.54,26.26,16.54,84398,103.67,104.27,85765,96.47,96.73,86755,34.58,34.79
9/22/2003,19.65,27.94,18.12,84398,102.55,102.85,85765,95.56,95.72,86755,33.92,34.13
9/23/2003,19.47,26.98,17.97,84398,102.94,102.59,85765,95.77,95.62,86755,34.52,33.97
9/24/2003,21.22,29.36,19.67,84398,101.11,103.118,85765,94.44,95.89,86755,33.22,34.51
9/25/2003,22.26,30.65,20.61,84398,100.28,101.41,85765,93.25,94.575,86755,32.79,33.38
9/26/2003,22.23,30.88,20.44,84398,99.95,100.44,85765,93.3,93.62,86755,32.58,32.89
9/29/2003,21.67,30.66,20.21,84398,100.93,100.3,85765,93.92,93.51,86755,33.14,32.76
9/30/2003,22.72,32.83,20.88,84398,99.95,100.48,85765,93.13,93.74,86755,32.42,32.92
10/1/2003,21.07,31.33,19.99,84398,102.08,100.24,85765,94.81,93.42,86755,33.15,32.61
10/2/2003,20.8,31.25,19.5,84398,102.45,101.93,85765,95.19,94.57,86755,33.26,33.1
10/3/2003,19.5,29.2,18.73,84398,103.39,103.67,85765,95.92,96.318,86755,34.19,33.85
10/6/2003,19.51,29.42,18.65,84398,103.86,103.482,85765,96.2,96.01,86755,34.44,34.28
10/7/2003,19.41,29.3,18.54,84398,104.26,103.26,85765,96.69,95.8,86755,34.65,34.16
10/8/2003,19.18,29.16,18.4,84398,104,104.33,85765,96.73,96.74,86755,34.43,34.81
10/9/2003,18.82,28.84,17.93,84398,104.28,104.88,85765,97.14,97.45,86755,34.69,34.91
10/10/2003,18.45,27.62,17.69,84398,104.57,104.27,85765,97.29,97.08,86755,35.01,34.77
10/13/2003,17.55,26.77,17.01,84398,104.9,104.715,85765,97.9,97.5,86755,35.24,35.14
10/14/2003,17.37,26.49,17.07,84398,105.27,104.8,85765,98.36,97.8,86755,35.33,35.1
10/15/2003,17.69,26.77,16.37,84398,104.99,105.86,85765,98.22,98.8,86755,35.18,35.8
10/16/2003,17.19,25.47,16.1,84398,105.41,104.68,85765,98.18,97.68,86755,35.46,35.1
10/17/2003,17.62,25.33,16.27,84398,104.26,105.47,85765,97.3,98.25,86755,34.61,35.413
10/20/2003,17.04,24.78,16.07,84398,105.04,104.447,85765,97.97,97.55,86755,35.04,34.65
10/21/2003,16.55,24.35,15.58,84398,104.86,104.82,85765,97.6,97.8,86755,35.25,35.14
10/22/2003,17.67,25.68,16.8,84398,103.54,104.03,85765,96.21,96.77,86755,34.57,34.89
10/23/2003,17.68,26.09,16.69,84398,103.35,102.89,85765,95.95,95.65,86755,34.17,34.15
10/24/2003,17.71,25.45,16.7,84398,103.58,102.83,85765,96.18,95.43,86755,34.2,33.79
10/27/2003,18.05,26.12,16.97,84398,103.63,103.74,85765,96.29,96.45,86755,34.21,34.28
10/28/2003,16.82,25,15.87,84398,105.04,103.98,85765,97.63,96.55,86755,35.36,34.43
10/29/2003,16.43,24.72,15.64,84398,105.18,104.77,85765,97.87,97.34,86755,35.32,35.2
10/30/2003,16.33,24.74,15.19,84398,105.4,105.79,85765,98.3,98.55,86755,35.39,35.81
10/31/2003,16.1,24.89,15.03,84398,105.3,105.4,85765,98.03,98.23,86755,35.18,35.44
11/3/2003,16.55,25.38,15.35,84398,105.99,105.75,85765,98.51,98.45,86755,35.76,35.43
11/4/2003,16.55,25.69,15.5,84398,105.76,105.99,85765,98.58,98.59,86755,35.52,35.69
11/5/2003,16.86,25.2,15.64,84398,105.84,105.54,85765,98.56,98.34,86755,35.84,35.52
11/6/2003,16.74,25.35,15.63,84398,106.4,105.6,85765,98.93,98.38,86755,35.939,35.79
11/7/2003,16.93,25.2,15.75,84398,105.61,106.64,85765,98.11,99.28,86755,35.63,36.08
11/10/2003,17.62,26.49,16.58,84398,105.18,105.74,85765,97.81,98.336,86755,35.19,35.7
11/11/2003,17.54,26.55,16.31,84398,105.15,105.09,85765,97.62,97.69,86755,35.06,35.149
11/12/2003,16.75,25.55,15.48,84398,106.33,105.23,85765,98.8,97.73,86755,35.81,35.17
11/13/2003,16.47,25.45,15.19,84398,106.36,106.01,85765,98.72,98.48,86755,35.77,35.71
11/14/2003,16.94,26.16,15.4,84398,105.46,106.4,85765,97.97,98.72,86755,35.04,35.811
11/17/2003,18.6,27.81,17.4,84398,104.93,104.91,85765,97.54,97.462,86755,34.68,34.84
11/18/2003,19.11,29.65,17.72,84398,103.84,105.24,85765,96.6,97.8,86755,33.88,34.87
11/19/2003,18.8,29.96,17.76,84398,104.72,104.03,85765,97.38,96.71,86755,34.21,34.01
11/20/2003,19.48,30.49,18.71,84398,103.78,103.91,85765,96.54,96.59,86755,33.882,33.89
11/21/2003,18.98,29.08,18.04,84398,104.21,104.24,85765,96.49,96.56,86755,34.232,34.08
11/24/2003,17.44,27.07,16.15,84398,105.59,104.69,85765,97.47,96.786,86755,35.18,34.52
11/25/2003,16.71,25.99,15.74,84398,105.99,105.71,85765,97.68,97.585,86755,35.18,35.29
11/26/2003,16.23,25.63,15.09,84398,106.37,106.42,85765,97.9,98.08,86755,35.34,35.4
11/28/2003,16.32,25.63,14.74,84398,106.45,106.31,85765,98.08,97.86,86755,35.38,35.26
12/1/2003,16.77,26.29,14.61,84398,107.6,106.93,85765,99.1,98.33,86755,35.9,35.71
12/2/2003,16.27,26.72,15.07,84398,107.33,107.43,85765,98.75,98.9,86755,35.7,35.82
12/3/2003,16.63,27.34,14.48,84398,107.16,107.65,85765,98.95,99,86755,35.25,35.84
12/4/2003,16.3,26.81,14.83,84398,107.6,107.17,85765,99.45,98.88,86755,35.63,35.38
12/5/2003,17.09,27.05,15.14,84398,106.85,107.12,85765,98.8,99.15,86755,35.04,35.27
12/8/2003,16.54,27.55,15.76,84398,107.57,106.74,85765,99.81,98.73,86755,35.235,35.02
12/9/2003,17.63,28.32,15.14,84398,106.74,107.9,85765,99.441,100,86755,34.43,35.45
12/10/2003,17.87,27.84,15.32,84398,106.73,106.8,85765,99.6,99.48,86755,34.56,34.53
12/11/2003,16.73,26.15,14.74,84398,107.93,106.68,85765,100.38,99.58,86755,35.3,34.5
12/12/2003,16.41,25.86,14.52,84398,108.14,107.99,85765,100.63,100.32,86755,35.24,35.29
12/15/2003,17.23,27.07,15.08,84398,107.6,109.17,85765,100.45,101.7,86755,34.78,35.93
12/16/2003,15.93,26.15,13.95,84398,108.16,107.68,85765,101.5,100.67,86755,34.85,34.79
12/17/2003,15.58,25.12,13.85,84398,108.5,108.06,85765,101.86,101.34,86755,34.91,34.81
12/18/2003,16.16,24.53,13.81,84398,109.72,108.55,85765,102.81,101.89,86755,35.56,34.95
12/19/2003,16.42,24.89,13.97,84398,108.9,109.3,85765,102.74,103.04,86755,35.46,35.61
12/22/2003,16.94,24.75,15.71,84398,109.66,108.83,85765,103.61,102.61,86755,35.57,35.35
12/23/2003,16.49,23.49,15.09,84398,109.73,109.48,85765,103.46,103.4,86755,35.84,35.6
12/24/2003,16.66,23.34,15.51,84398,109.62,109.52,85765,103.2,103.16,86755,35.9,35.84
12/26/2003,17.45,24.01,15.35,84398,109.7,109.71,85765,103.27,103.25,86755,35.85,35.96
12/29/2003,17.09,23.73,15.55,84398,111.16,110.1,85765,104.68,103.63,86755,36.44,36.03
12/30/2003,17.68,23.36,15.69,84398,111.18,111.09,85765,104.33,104.53,86755,36.56,36.53
12/31/2003,18.31,24.49,16.64,84398,111.28,111.22,85765,104.57,104.48,86755,36.46,36.62
1/2/2004,18.22,24.51,16.7,84398,111.23,111.74,85765,104.37,105.04,86755,36.36,36.66
1/5/2004,17.49,23.89,15.97,84398,112.44,111.78,85765,105.58,104.84,86755,37.09,36.58
1/6/2004,16.73,22.76,15.35,84398,112.55,112.16,85765,105.5,105.25,86755,37.34,37.08
1/7/2004,15.5,21.91,14.89,84398,112.93,112.35,85765,105.55,105.32,86755,37.68,37.28
1/8/2004,15.61,21.89,15.21,84398,113.38,113.25,85765,106.01,106.02,86755,37.979,37.85
1/9/2004,16.75,23.01,16.19,84398,112.39,112.83,85765,104.69,105.357,86755,37.73,37.71
1/12/2004,16.82,22.56,15.92,84398,113.22,112.55,85765,105.17,104.81,86755,38.33,37.85
1/13/2004,18.04,23.05,16.79,84398,112.56,113.09,85765,104.5,105.18,86755,37.949,38.27
1/14/2004,16.75,23.17,16.23,84398,113.5,112.76,85765,105.671,104.86,86755,38.08,38.11
1/15/2004,15.56,22.64,14.87,84398,113.78,113.57,85765,105.96,106.07,86755,38.18,37.93
1/16/2004,15,20.24,14.14,84398,114.23,114.04,85765,106.12,105.95,86755,38.57,38.38
1/20/2004,15.21,20.49,14.18,84398,114.2,114.53,85765,105.46,106.4,86755,38.54,38.73
1/21/2004,14.34,20.71,13.6,84398,115.1,114.13,85765,106.3,105.51,86755,38.38,38.39
1/22/2004,14.71,21.74,13.77,84398,114.8,115.14,85765,106.49,106.5,86755,38.15,38.55
1/23/2004,14.84,21.27,13.96,84398,114.43,115,85765,105.86,106.57,86755,38.01,38.21
1/26/2004,14.55,20.99,13.63,84398,115.87,114.44,85765,107.18,105.72,86755,38.59,37.98
1/27/2004,15.35,23.03,14.24,84398,114.68,115.85,85765,106.29,107.17,86755,37.74,38.51
1/28/2004,16.78,25.16,15.42,84398,113.37,114.98,85765,105.07,106.48,86755,37.1,37.94
1/29/2004,17.14,25.2,15.86,84398,113.48,113.56,85765,105.082,105.45,86755,37.24,37.23
1/30/2004,16.63,25.06,15.43,84398,113.48,113.52,85765,105.08,104.94,86755,37.07,37.2
2/2/2004,17.11,25.81,15.99,84398,113.97,113.7,85765,105.3,105.2,86755,36.97,37.2
2/3/2004,17.34,26.3,16.04,84398,113.78,113.74,85765,105.15,105,86755,36.93,36.91
2/4/2004,17.87,26.65,16.32,84398,112.85,113.19,85765,104.783,104.7,86755,36.33,36.62
2/5/2004,17.71,26.17,16.4,84398,113.18,113.08,85765,105.13,105,86755,36.47,36.51
2/6/2004,16,24.67,14.99,84398,114.45,113.42,85765,106.01,105.23,86755,37.131,36.6
2/9/2004,16.39,25.21,15.07,84398,114.48,114.67,85765,106.12,106.06,86755,37.12,37.34
2/10/2004,15.94,24.5,14.58,84398,114.85,114.28,85765,106.25,105.95,86755,37.18,37.05
2/11/2004,15.39,23.53,14.2,84398,116.07,114.8,85765,107.4,106.47,86755,37.58,37.237
2/12/2004,15.31,23.53,14.21,84398,115.65,115.98,85765,107.3,107.36,86755,37.24,37.52
2/13/2004,15.58,24.14,14.29,84398,115.13,115.82,85765,106.7,107.4,86755,36.94,37.39
2/17/2004,15.4,23.87,14.42,84398,116.17,115.85,85765,107.51,107.24,86755,37.44,37.28
2/18/2004,15.59,23.73,14.58,84398,115.66,116.2,85765,107.169,107.46,86755,37.55,37.51
2/19/2004,15.8,24.24,14.72,84398,115.23,116.33,85765,107.1,107.65,86755,36.98,37.83
2/20/2004,16.04,24.12,14.85,84398,114.88,115.48,85765,106.42,106.99,86755,36.86,36.97
2/23/2004,16.29,24.38,14.92,84398,114.59,115.22,85765,106.23,106.65,86755,36.45,37
2/24/2004,15.9,24.68,14.7,84398,114.39,114.27,85765,105.83,105.88,86755,36.36,36.27
2/25/2004,14.93,23.55,14,84398,114.87,114.46,85765,106.19,105.725,86755,36.58,36.43
2/26/2004,14.83,23.1,13.81,84398,114.94,114.61,85765,105.94,105.88,86755,36.67,36.47
2/27/2004,14.55,22.84,13.34,84398,115.02,115.19,85765,106.07,106.01,86755,36.57,36.76
3/1/2004,14.44,22.54,13.27,84398,116.16,115.43,85765,106.96,106.49,86755,37.05,36.68
3/2/2004,14.86,22.42,13.55,84398,115.48,115.94,85765,106.1,106.66,86755,36.62,36.983
3/3/2004,14.55,23.09,13.68,84398,115.69,115.25,85765,106.03,105.87,86755,36.42,36.51
3/4/2004,14.4,22.5,13.54,84398,115.99,115.72,85765,105.89,106.11,86755,36.76,36.44
3/5/2004,14.48,22.08,13.55,84398,116.38,115.42,85765,106.2,105.52,86755,36.63,36.41
3/8/2004,15.79,24.08,14.32,84398,114.96,116.34,85765,105.19,106.26,86755,35.77,36.69
3/9/2004,16.6,24.7,15.35,84398,114.5,115.1,85765,104.64,105.26,86755,35.66,35.83
3/10/2004,18.67,26.05,16.99,84398,112.58,114.72,85765,102.83,104.85,86755,35.19,35.75
3/11/2004,20.67,26.58,19.42,84398,111.12,112.4,85765,101.5,102.62,86755,34.87,35.07
3/12/2004,18.3,25.3,17.19,84398,112.58,111.73,85765,102.5,101.85,86755,35.51,35.2
3/15/2004,21.13,27.13,19.94,84398,111.2,112.27,85765,101.45,102.34,86755,34.89,35.36
3/16/2004,20.34,27.34,18.8,84398,111.79,111.78,85765,102.14,101.89,86755,34.95,35.11
3/17/2004,18.11,24.75,16.26,84398,113.04,112.18,85765,103.26,102.48,86755,35.5,35.21
3/18/2004,18.53,24.58,16.39,84398,113.07,112.71,85765,103.31,102.92,86755,35.34,35.37
3/19/2004,19.15,25.99,18.07,84398,111.06,112.41,85765,101.94,103.05,86755,34.75,35.28
3/22/2004,21.58,27.15,20.22,84398,109.65,110.54,85765,100.72,101.24,86755,34.31,34.53
3/23/2004,20.67,26.84,19.57,84398,109.46,110.25,85765,100.65,101.13,86755,34.03,34.59
3/24/2004,19.81,26.06,19,84398,109.55,109.58,85765,100.71,100.78,86755,34.42,34.15
3/25/2004,17.88,23.7,17.09,84398,111,110.08,85765,102.16,101.2,86755,35.343,34.65
3/26/2004,17.33,23.04,16.2,84398,111.03,110.955,85765,102.2,102.1,86755,35.22,35.3
3/29/2004,16.5,23.16,15.98,84398,112.59,111.63,85765,103.52,102.9,86755,35.79,35.51
3/30/2004,16.28,23.18,15.68,84398,112.97,112.3,85765,104,103.35,86755,35.91,35.67
3/31/2004,16.74,23.76,16.13,84398,113.1,112.99,85765,103.92,103.9,86755,35.84,35.92
4/1/2004,16.65,23.41,15.69,84398,113.78,113.07,85765,104.08,103.6,86755,36.16,35.81
4/2/2004,15.64,21.35,14.05,84398,114.64,114.81,85765,104.96,105.15,86755,37.1,36.89
4/5/2004,14.97,21.11,13.45,84398,115.27,114.46,85765,105.66,104.94,86755,37.45,37.04
4/6/2004,15.32,22.23,13.69,84398,114.9,114.83,85765,105.64,105.3,86755,36.98,37.16
4/7/2004,15.76,21.99,14.46,84398,114.63,114.98,85765,105.3,105.67,86755,36.94,36.994
4/8/2004,16.26,21.38,14.75,84398,114.37,115.41,85765,104.69,105.95,86755,36.94,37.35
4/12/2004,15.28,20.37,13.92,84398,114.82,114.58,85765,105.31,104.88,86755,37.17,37.07
4/13/2004,17.26,22.23,16.02,84398,113.21,115.26,85765,103.84,105.79,86755,36.63,37.34
4/14/2004,15.62,21.59,14.22,84398,113.39,112.61,85765,104.22,103.4,86755,36.81,36.41
4/15/2004,15.74,22.83,14.48,84398,112.96,113.45,85765,103.88,104.22,86755,36.15,36.75
4/16/2004,14.94,22.55,13.73,84398,113.83,113.36,85765,104.66,104.26,86755,36.09,36.2
4/19/2004,15.42,21.4,13.81,84398,113.83,113.57,85765,104.47,104.42,86755,36.53,36.01
4/20/2004,16.67,23.07,14.62,84398,111.92,114.08,85765,103.03,104.77,86755,35.68,36.61
4/21/2004,15.6,22.82,15.19,84398,112.67,112.2,85765,103.3,103.2,86755,35.99,35.9
4/22/2004,14.61,21.35,13.03,84398,114.25,112.48,85765,104.81,103.2,86755,36.92,36
4/23/2004,14.01,20.68,12.91,84398,114.36,114.42,85765,104.92,104.75,86755,37.21,37.08
4/26/2004,14.77,21.83,13.39,84398,114.2,114.5,85765,104.95,104.93,86755,36.94,37.18
4/27/2004,15.07,21.84,13.41,84398,114.3,114.23,85765,105.06,104.92,86755,36.87,36.95
4/28/2004,16.29,23.92,14.86,84398,112.82,113.89,85765,103.77,104.75,86755,36.2,36.71
4/29/2004,16.6,24.9,15.5,84398,111.83,112.72,85765,103.06,103.82,86755,35.64,36.09
4/30/2004,17.19,25.73,15.39,84398,110.96,112.12,85765,102.35,103.3,86755,34.77,35.66
5/3/2004,16.62,25.72,15.59,84398,112.15,111.37,85765,103.3,102.67,86755,35.1,35
5/4/2004,16.55,25.14,15.19,84398,112.06,112.25,85765,103.13,103.36,86755,35.25,35.21
5/5/2004,15.77,24.34,14.72,84398,112.78,112.41,85765,103.46,103.45,86755,35.53,35.42
5/6/2004,17.05,25.18,15.62,84398,111.81,112.02,85765,102.6,102.82,86755,35.26,35.2
5/7/2004,18.13,25.5,16.82,84398,109.96,111.22,85765,101.15,102.07,86755,34.97,35.09
5/10/2004,19.77,27.91,18.4,84398,108.83,109.44,85765,99.91,100.61,86755,34.671,34.67
5/11/2004,18.57,27.75,17.42,84398,109.75,109.46,85765,100.24,100.46,86755,35.19,34.97
5/12/2004,18.14,27.62,17.04,84398,110.45,109.61,85765,100.99,100.17,86755,35.26,35.12
5/13/2004,18.86,28.11,17.22,84398,109.99,109.76,85765,100.23,100.28,86755,35.01,35.06
5/14/2004,18.47,29.04,17.31,84398,110.04,109.98,85765,100.45,100.2,86755,34.75,35.2
5/17/2004,19.96,29.19,18.99,84398,109.1,108.89,85765,99.56,99.56,86755,34.42,34.38
5/18/2004,19.33,27.75,17.97,84398,109.65,109.49,85765,99.97,99.85,86755,34.73,34.66
5/19/2004,18.93,26.09,17.29,84398,109.27,110.5,85765,99.7,100.82,86755,34.69,35.16
5/20/2004,18.67,25.54,17.45,84398,109.62,109.45,85765,100.02,99.88,86755,34.85,34.78
5/21/2004,18.49,24.9,17.46,84398,109.81,109.97,85765,99.8,100,86755,35.019,35.02
5/24/2004,18.08,24.33,17.19,84398,110.27,110.53,85765,99.86,100.42,86755,35.26,35.3
5/25/2004,15.96,22.04,14.79,84398,111.85,109.9,85765,101.27,99.61,86755,35.96,35.15
5/26/2004,15.97,21.63,15.14,84398,112.24,111.66,85765,101.35,101.06,86755,36.19,35.86
5/27/2004,15.28,21.5,14.48,84398,112.87,112.54,85765,102.3,101.7,86755,36.42,36.29
5/28/2004,15.5,21.33,14.73,84398,112.86,112.73,85765,102.18,102.21,86755,36.55,36.38
6/1/2004,16.3,22.57,15.26,84398,112.71,112.46,85765,102.16,101.91,86755,36.5,36.26
6/2/2004,16.08,22.61,14.92,84398,113.13,113.03,85765,102.84,102.4,86755,36.42,36.56
6/3/2004,17.03,23.93,15.77,84398,112.09,112.81,85765,102.13,102.49,86755,35.98,36.3
6/4/2004,16.78,23.84,15.17,84398,112.98,112.98,85765,102.66,102.76,86755,36.19,36.35
6/7/2004,15.39,22.65,14.02,84398,114.7,113.5,85765,103.98,103.17,86755,37.05,36.44
6/8/2004,15.01,22.26,13.37,84398,114.86,114.37,85765,104.47,103.73,86755,37.102,36.9
6/9/2004,15.39,22.35,13.72,84398,113.79,114.51,85765,103.95,104.1,86755,36.579,36.98
6/10/2004,15.04,21.23,13.17,84398,114.35,114.04,85765,104.25,104.1,86755,36.84,36.69
6/14/2004,16.07,22.24,15.04,84398,113.22,113.82,85765,103.6,103.97,86755,36.32,36.61
6/15/2004,15.05,20.88,13.63,84398,114.02,113.9,85765,104.11,104.23,86755,36.79,36.56
6/16/2004,14.79,20.39,13.02,84398,114,114,85765,103.99,104.13,86755,36.73,36.75
6/17/2004,15.15,21.33,13.79,84398,113.83,113.79,85765,103.95,103.91,86755,36.39,36.65
